Name,Country,Position,Born
Gilmer Abreu,Venezuela,Midfielder,
Jonathan Abreu,Venezuela,Defender,
Jholvis Acevedo,Venezuela,Forward,02/10/1998
Gustavo Alastre,Venezuela,Forward,
Bryan Aldave,Uruguay,Forward,29/09/1983
Carlos AlemÃ¡n,Venezuela,Midfielder,28/10/1988
JesÃºs Ãlvarez,Venezuela,Defender,17/08/1983
Rolando Ãlvarez,Venezuela,Defender,14/12/1975
Sergio Alvarez,Venezuela,Forward,18/01/1991
Cesar Alzate,Colombia,Forward,30/09/1989
Richard Angarita,Venezuela,Midfielder,21/05/1998
Wilker Ãngel,Venezuela,Defender,18/03/1993
Winston Ãngel,Venezuela,Midfielder,16/03/1991
Carlos Angelini,Venezuela,Goalkeeper,27/05/1988
Irwin AntÃ³n,Venezuela,Forward,10/01/1988
CÃ©sar Aponte,Venezuela,Defender,07/09/1993
Arnaldo Aranda,Venezuela,Defender,27/02/1982
Diego Araujo,Venezuela,Midfielder,22/06/1999
JesÃºs Araujo,Venezuela,Forward,18/06/1995
JosÃ© Araujo,Venezuela,Forward,16/01/1994
Walter Araujo,Paraguay,Midfielder,05/09/1995
NÃ©stor Arenas,Colombia,Forward,27/09/1993
Roberto ArmÃºa,Argentina,Midfielder,08/08/1982
Freddys Arrieta,Colombia,Forward,20/08/1985
Edwin Avila,Colombia,Defender,24/09/1986
Gustavo Azcona,Argentina,Forward,17/02/1987
Winston Azuaje,Venezuela,Midfielder,06/04/1993
Jan Barrios,Venezuela,Midfielder,04/03/1986
NÃ©stor Barrios,Venezuela,Defender,17/04/1987
Marlon Bastardo,Venezuela,Defender,05/04/1991
Rolando Batista,Venezuela,Forward,04/12/1988
Jean Carlos Becerra,Colombia,Midfielder,17/08/1993
AndrÃ©s BenÃ­tez,Venezuela,Midfielder,22/03/1996
Jorge Betancourt,Venezuela,Defender,
HÃ©ctor Bidoglio,Venezuela,Midfielder,05/02/1968
Luis Blanco,Venezuela,Midfielder,28/02/1993
Pedro Boada,Venezuela,Defender,26/07/1977
Jose Bottini,Venezuela,Goalkeeper,12/10/1977
Edwar Bracho,Venezuela,Defender,05/01/1987
Leonardo Bracho,Venezuela,Defender,25/01/1990
Wilber Bravo,Venezuela,Forward,04/12/1990
AndrÃ©s BriceÃ±o,Venezuela,Midfielder,28/05/1999
Engelberth BriceÃ±o,Venezuela,Midfielder,02/04/1984
Rohel BriceÃ±o,Venezuela,Defender,15/03/1984
MartÃ­n Brignani,Argentina,Forward,10/05/1972
Gustavo Britos,Argentina,Forward,20/02/1990
Alberto Cabello,Venezuela,Midfielder,27/01/1985
James Cabezas,Colombia,Forward,15/06/1984
Albert Cabrera,Venezuela,Defender,29/07/1999
Norman Cabrera,Colombia,Forward,25/06/1989
Joel CÃ¡ceres,Venezuela,Defender,15/02/1993
Julio Caicedo,Colombia,Forward,30/07/1985
Manuel Camacho,Venezuela,Defender,
Fabio Carabali,Venezuela,Midfielder,24/02/1991
Francisco CarabalÃ­,Venezuela,Defender,24/02/1991
Gustavo Caraballo,Venezuela,Midfielder,21/06/1972
Joantony Carmona,Venezuela,Forward,
Juan Caro,Colombia,Forward,09/02/1983
Luis Carrasquero,Venezuela,Defender,20/02/1995
Edgar Carrillo,Venezuela,Forward,27/06/1992
Brandon Castillo,Venezuela,Forward,25/05/1996
Carlos Castro,Venezuela,Defender,04/12/1986
Yordan Castro,Venezuela,Midfielder,04/01/1994
Mario Ceballos,Peru,Forward,07/08/1990
Armando CeledÃ³n,Venezuela,Midfielder,
John ChacÃ³n,Venezuela,Defender,16/08/1994
Roberto ChacÃ³n,Venezuela,Defender,25/04/1999
Robson Chagas,Brazil,Forward,
Oswaldo Chaurant,Venezuela,Midfielder,27/05/1984
Francisco ChÃ¡vez,Venezuela,Defender,14/02/1987
Angel Chourio,Venezuela,Midfielder,04/05/1985
Meider Chourio,Venezuela,Midfielder,17/05/1984
Alejandro Cichero,Venezuela,Defender,20/04/1977
JesÃºs Collantes,Argentina,Forward,26/07/1987
Harrison Contreras,Venezuela,Midfielder,19/01/1989
SebastiÃ¡n Contreras,Argentina,Midfielder,05/04/1990
Jonathan Copete,Colombia,Forward,23/01/1988
Orlando Cordero,Venezuela,Midfielder,24/10/1984
Jhon CÃ³rdoba,Colombia,Forward,10/02/1987
Gustavo Cortina,Venezuela,Goalkeeper,
Maurice Cova,Venezuela,Midfielder,11/08/1992
Johan CrispÃ­n,Venezuela,Midfielder,13/04/1986
Wilson Cuero,Colombia,Midfielder,11/03/1975
Edixon Cuevas,Venezuela,Defender,25/05/1979
Galileo del Castillo,Venezuela,Defender,13/05/1991
Luis Delgado,Venezuela,Forward,
Manuel Di Maio,Venezuela,Goalkeeper,11/11/1984
JosÃ© DÃ­az,Venezuela,Forward,06/10/1982
Leandro DÃ­az,Colombia,Goalkeeper,09/06/1983
Luis DurÃ¡n,Venezuela,Defender,
Lauiryi Erazo,Venezuela,Defender,13/06/1988
Jonathan EspaÃ±a,Venezuela,Defender,13/11/1988
Otoniel Espinosa,Colombia,Forward,20/11/1993
Juan FalcÃ³n,Venezuela,Forward,24/02/1989
Leonardo FalcÃ³n,Venezuela,Defender,20/08/1988
Ãngel FarÃ­a,Venezuela,Defender,28/04/1983
Giovanni Favuzzi,Venezuela,Defender,18/10/1999
Carlos FernÃ¡ndez,Venezuela,Midfielder,01/09/1990
Julio Ferreira,Venezuela,Midfielder,28/01/1991
ArquÃ­medes Figuera,Venezuela,Midfielder,06/10/1989
Flavio De Oliveira,Brazil,Forward,09/06/1983
