Pos,Name,Pld,W,D,L,Goals,+/-,Pts
1,Valencia,26,16,2,8,54:34,20,34:18
2,Athletic,26,15,4,7,72:38,34,34:18
3,Atl. Aviación,26,13,6,7,58:44,14,32:20
4,FC Barcelona,26,14,3,9,59:42,17,31:21
5,CE Sabadell ,26,11,8,7,42:36,6,30:22
6,Sevilla FC,26,12,5,9,54:48,6,29:23
7,Real Madrid,26,11,5,10,62:56,6,27:25
8,Real Oviedo,26,10,7,9,52:42,10,27:25
9,Celta de Vigo,26,11,4,11,53:48,5,26:26
10,Sporting Gijón,26,10,5,11,51:59,-8,25:27
11,Real Murcia,26,6,7,13,30:58,-28,19:33
12,Espanyol,26,9,1,16,46:59,-13,19:33
13,Dep. La Coruña,26,5,8,13,32:60,-28,18:34
14,CD Castellón,26,4,5,17,39:80,-41,13:39
