Pos,Name,Pld,W,D,L,Goals,+/-,Pts
1,Real Madrid,38,26,10,2,107:38,69,62:14
2,Valencia,38,20,13,5,67:42,25,53:23
3,FC Barcelona,38,23,5,10,83:39,44,51:25
4,Atlético Madrid,38,20,10,8,55:35,20,50:26
5,Real Sociedad,38,15,14,9,43:35,8,44:32
6,Sevilla FC,38,18,7,13,64:46,18,43:33
7,CD Logroñés,38,18,5,15,47:51,-4,41:35
8,CA Osasuna,38,14,12,12,42:42,0,40:36
9,Real Zaragoza,38,16,8,14,52:52,0,40:36
10,RCD Mallorca,38,11,17,10,36:34,2,39:37
11,Real Oviedo,38,12,15,11,41:46,-5,39:37
12,Athletic,38,11,15,12,37:39,-2,37:39
13,Sporting Gijón,38,12,10,16,37:34,3,34:42
14,CD Castellón,38,9,14,15,30:48,-18,32:44
15,Cádiz CF,38,12,6,20,28:63,-35,30:46
16,Real Valladolid,38,8,14,16,31:41,-10,30:46
17,CD Málaga,38,9,10,19,23:50,-27,28:48
18,CD Tenerife,38,8,10,20,42:60,-18,26:50
19,Celta de Vigo,38,5,12,21,24:51,-27,22:54
20,Rayo Vallecano,38,6,7,25,32:75,-43,19:57
