Pos,Name,Pld,W,D,L,Goals,+/-,Pts
1,Real Madrid,30,20,4,6,74:35,39,44:16
2,Sevilla FC,30,17,5,8,64:49,15,39:21
3,FC Barcelona,30,16,7,7,70:37,33,39:21
4,Athletic,30,16,5,9,59:45,14,37:23
5,Atlético Madrid,30,15,4,11,65:45,20,34:26
6,CA Osasuna,30,12,7,11,40:38,2,31:29
7,Espanyol,30,11,8,11,39:48,-9,30:30
8,Real Valladolid,30,11,6,13,52:58,-6,28:32
9,Real Zaragoza,30,11,6,13,37:51,-14,28:32
10,UD Las Palmas,30,9,9,12,41:58,-17,27:33
11,Valencia,30,10,7,13,43:46,-3,27:33
12,Real Sociedad,30,9,8,13,39:47,-8,26:34
13,Celta de Vigo,30,8,7,15,39:47,-8,23:37
14,Real Jaén CF,30,9,5,16,37:55,-18,23:37
15,Dep. La Coruña,30,10,2,18,41:61,-20,22:38
16,CD Condal,30,7,8,15,37:57,-20,22:38
