Pos,Name,Pld,W,D,L,Goals,+/-,Pts
1,Real Madrid,30,21,4,5,92:36,56,46:14
2,FC Barcelona,30,22,2,6,86:28,58,46:14
3,Athletic,30,19,1,10,74:45,29,39:21
4,Sevilla FC,30,16,4,10,63:44,19,36:24
5,Atlético Madrid,30,15,3,12,59:40,19,33:27
6,Real Oviedo,30,13,7,10,38:51,-13,33:27
7,Real Betis,30,15,3,12,42:53,-11,33:27
8,Espanyol,30,11,8,11,33:29,4,30:30
9,Valencia,30,11,6,13,37:33,4,28:32
10,Elche CF,30,11,5,14,41:64,-23,27:33
11,Real Zaragoza,30,10,5,15,49:58,-9,25:35
12,Granada CF,30,10,5,15,38:52,-14,25:35
13,Real Valladolid,30,11,3,16,48:61,-13,25:35
14,Real Sociedad,30,10,3,17,41:61,-20,23:37
15,CA Osasuna,30,8,2,20,42:75,-33,18:42
16,UD Las Palmas,30,5,3,22,24:77,-53,13:47
