Pos,Name,Pld,W,D,L,Goals,+/-,Pts
1,Paris SG,38,27,8,3,84:23,61,89
2,Monaco,38,23,11,4,63:31,32,80
3,LOSC Lille,38,20,11,7,46:26,20,71
4,Saint-Étienne,38,20,9,9,56:34,22,69
5,Olympique Lyon,38,17,10,11,56:44,12,61
6,Marseille,38,16,12,10,53:40,13,60
7,G. Bordeaux,38,13,14,11,49:43,6,53
8,FC Lorient,38,13,10,15,48:53,-5,49
9,Toulouse,38,12,13,13,46:53,-7,49
10,SC Bastia,38,12,11,15,42:56,-14,49
11,Reims,38,12,12,14,44:52,-8,48
12,Stade Rennais,38,11,13,14,47:45,2,46
13,FC Nantes,38,12,11,15,38:43,-5,46
14,Thonon Évian,38,11,11,16,39:51,-12,44
15,Montpellier,38,8,18,12,45:53,-8,42
16,Guingamp,38,11,9,18,34:42,-8,42
17,OGC Nice,38,12,6,20,30:44,-14,42
18,FC Sochaux,38,10,10,18,37:61,-24,40
19,Valenciennes FC,38,7,8,23,37:65,-28,29
20,AC Ajaccio,38,4,11,23,37:72,-35,23
