Pos,Name,Pld,W,D,L,Goals,+/-,Pts
1,Hamburger SV,34,20,12,2,79:33,46,52:16
2,Werder Bremen,34,23,6,5,76:38,38,52:16
3,VfB Stuttgart,34,20,8,6,80:47,33,48:20
4,Bayern Munich ,34,17,10,7,74:33,41,44:24
5,1. FC Köln,34,17,9,8,69:42,27,43:25
6,1.FC K'lautern,34,14,13,7,57:44,13,41:27
7,Bor. Dortmund,34,16,7,11,78:62,16,39:29
8,Arm. Bielefeld,34,12,7,15,46:71,-25,31:37
9,F. Düsseldorf,34,11,8,15,63:75,-12,30:38
10,E. Frankfurt,34,12,5,17,48:57,-9,29:39
11,Bay. Leverkusen,34,10,9,15,43:66,-23,29:39
12,Bor. M'gladbach,34,12,4,18,64:63,1,28:40
13,VfL Bochum,34,8,12,14,43:49,-6,28:40
14,1.FC Nuremberg,34,11,6,17,44:70,-26,28:40
15,E. Braunschweig,34,8,11,15,42:65,-23,27:41
16,FC Schalke 04,34,8,6,20,48:68,-20,22:46
17,Karlsruher SC,34,7,7,20,39:86,-47,21:47
18,Hertha BSC,34,5,10,19,43:67,-24,20:48
