Pos,Name,Pld,W,D,L,Goals,+/-,Pts
1 ,AC Milan,34,20,12,2,84:32,52,52:16
2 ,Fiorentina,34,20,9,5,95:35,60,49:19
3 ,Inter,34,20,6,8,77:41,36,46:22
4 ,Juventus,34,16,10,8,74:51,23,42:26
5 ,Sampdoria,34,15,8,11,50:44,6,38:30
6 ,AS Roma,34,12,11,11,57:41,16,35:33
7 ,Napoli,34,9,16,9,39:50,-11,34:34
8 ,Padova,34,13,8,13,50:52,-2,34:34
9 ,Vicenza,34,13,8,13,41:41,0,34:34
10 ,Bologna,34,10,11,13,47:53,-6,31:37
11 ,Genoa,34,10,10,14,44:62,-18,30:38
12 ,Lazio,34,10,10,14,37:54,-17,30:38
13 ,Bari,34,9,12,13,38:49,-11,30:38
14 ,Alessandria,34,8,12,14,33:57,-24,28:40
15 ,Udinese,34,8,11,15,32:59,-27,27:41
16 ,SPAL,34,8,10,16,29:48,-19,26:42
17 ,Torino,34,6,11,17,36:72,-36,23:45
18 ,Triestina,34,6,11,17,34:56,-22,23:45
