Pos,Name,Pld,W,D,L,Goals,+/-,Pts
1 ,Juventus,30,17,10,3,46:15,31,44:16
2 ,AS Roma,30,14,14,2,43:20,23,42:18
3 ,SSC Napoli,30,14,10,6,31:21,10,38:22
4 ,Inter,30,14,8,8,41:24,17,36:24
5 ,Fiorentina,30,9,14,7,28:25,3,32:28
6 ,Cagliari Calcio,30,8,14,8,29:30,-1,30:30
7 ,Bologna,30,11,12,7,32:27,5,29:21
8 ,Catanzaro,30,6,17,7,24:27,-3,29:31
9 ,Torino,30,8,10,12,26:29,-3,26:34
10 ,Avellino,30,10,10,10,36:33,3,25:25
11 ,Ascoli,30,7,11,12,18:34,-16,25:35
12 ,Udinese Calcio,30,6,13,11,24:39,-15,25:35
13 ,Como,30,8,9,13,25:33,-8,25:35
14 ,Brescia,30,4,17,9,19:25,-6,25:35
15 ,Perugia,30,5,13,12,18:31,-13,18:32
16 ,Pistoiese,30,6,4,20,19:46,-27,16:44
