Pos,Name,Pld,W,D,L,Goals,+/-,Pts
1 ,Juventus,34,22,5,7,80:42,38,49:19
2 ,Milan,34,18,9,7,65:39,26,45:23
3 ,Inter,34,18,8,8,73:39,34,44:24
4 ,Sampdoria,34,17,7,10,54:51,3,41:27
5 ,AS Roma,34,16,7,11,58:46,12,39:29
6 ,Padova,34,16,6,12,47:40,7,38:30
7 ,Fiorentina,34,13,11,10,46:34,12,37:31
8 ,Catania,34,15,6,13,45:44,1,36:32
9 ,Bologna,34,10,11,13,44:51,-7,31:37
10 ,Vicenza,34,10,11,13,35:46,-11,31:37
11 ,Atalanta,34,9,13,12,35:41,-6,31:37
12 ,AC Torino,34,9,12,13,34:41,-7,30:38
13 ,SPAL,34,10,10,14,39:50,-11,30:38
14 ,Bari,34,9,11,14,27:38,-11,29:39
15 ,Udinese,34,9,11,14,39:53,-14,29:39
16 ,Lecco,34,10,9,15,33:49,-16,29:39
17 ,Napoli,34,7,11,16,30:47,-17,25:43
18 ,Lazio,34,5,8,21,30:63,-33,18:50
