Pos,Name,Pld,W,D,L,Goals,+/-,Pts
1 ,Juventus,34,23,7,4,88:31,57,53:15
2 ,Ambrosiana-Inter,34,20,9,5,66:24,42,49:19
3 ,Napoli,34,19,8,7,46:30,16,46:22
4 ,Bologna,34,16,10,8,53:33,20,42:26
5 ,AS Roma,34,16,8,10,56:32,24,40:28
6 ,Fiorentina,34,12,12,10,46:53,-7,36:32
7 ,Pro Vercelli,34,12,10,12,41:37,4,34:34
8 ,Livorno,34,11,12,11,47:45,2,34:34
9 ,Milan,34,12,9,13,50:49,1,33:35
10 ,Lazio,34,11,9,14,48:66,-18,31:37
11 ,Triestina,34,10,10,14,38:40,-2,30:38
12 ,Alessandria,34,12,5,17,43:54,-11,29:39
13 ,Brescia,34,11,7,16,39:47,-8,29:39
14 ,Torino,34,9,11,14,47:57,-10,29:39
15 ,Palermo,34,10,9,15,39:51,-12,29:39
16 ,Padova,34,9,9,16,32:49,-17,27:41
17 ,Genova,34,8,8,18,33:55,-22,24:44
18 ,Casale,34,4,9,21,32:91,-59,17:51
